case_id,transaction_amount,customer_account_age_days,previous_chargebacks,previous_refunds,customer_order_count,dispute_reason,payment_verified,authentication_verified,delivery_confirmed,otp_verified,tracking_available,shipping_address_match,billing_address_match,device_consistent,transaction_authenticated,customer_identity_verified,evidence_count,evidence_completeness,evidence_consistency,response_time_hours,merchant_response_quality_score,defense_success
CASE200178,86.11,167,0,1,2,TRANSACTION_NOT_RECOGNIZED,1,0,1,1,0,1,1,0,0,1,6,56.4,49.3,41.5,72.7,1
CASE200179,36.03,893,0,1,16,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,1,0,0,8,72.9,77.5,47.6,69.1,1
CASE200180,96.19,119,0,1,3,PRODUCT_NOT_RECEIVED,1,1,1,0,1,1,1,0,0,0,6,61.7,52.6,65.0,66.4,1
CASE200181,84.38,508,1,2,9,PRODUCT_NOT_AS_DESCRIBED,1,0,1,1,1,1,1,1,1,1,9,86.8,99.5,36.8,58.4,1
CASE200182,51.84,410,0,1,14,REFUND_NOT_RECEIVED,0,1,0,1,0,1,1,0,1,1,6,64.9,79.3,16.1,69.6,0
CASE200183,58.95,300,0,2,6,PRODUCT_NOT_AS_DESCRIBED,0,1,0,1,1,1,1,1,0,1,7,81.5,83.1,51.5,66.9,0
CASE200184,67.59,956,0,3,15,REFUND_NOT_RECEIVED,1,1,1,0,1,1,1,1,0,1,8,81.4,94.2,60.1,78.3,0
CASE200185,72.11,283,0,0,5,PRODUCT_NOT_AS_DESCRIBED,1,1,0,1,1,1,1,1,0,1,8,72.1,67.3,26.5,64.7,1
CASE200186,52.13,2546,0,2,61,PRODUCT_NOT_RECEIVED,1,1,1,0,1,1,1,1,0,1,8,69.3,77.8,51.8,61.7,1
CASE200187,70.95,694,1,0,6,DUPLICATE_TRANSACTION,1,1,1,1,1,1,1,0,1,1,9,84.1,80.7,27.7,70.8,0
CASE200188,132.73,1511,1,1,31,PRODUCT_NOT_AS_DESCRIBED,0,1,1,0,0,1,0,0,1,0,4,56.5,54.5,37.5,53.5,0
CASE200189,25.97,169,1,0,6,FRAUDULENT_TRANSACTION,1,1,1,0,1,1,1,1,1,1,9,84.5,100.0,28.5,60.7,1
CASE200190,47.88,1155,0,2,17,TRANSACTION_NOT_RECOGNIZED,1,1,0,0,1,1,1,0,1,1,7,75.6,83.7,41.9,87.6,1
CASE200191,59.8,279,1,1,6,TRANSACTION_NOT_RECOGNIZED,0,1,1,1,1,1,1,1,0,0,7,73.5,78.7,10.2,86.9,1
CASE200192,106.51,458,1,1,10,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,1,1,1,0,9,84.5,100.0,50.7,74.1,1
CASE200193,16.15,1706,1,0,32,PRODUCT_NOT_AS_DESCRIBED,0,1,1,1,1,1,1,1,1,1,9,88.5,97.3,30.8,47.9,1
CASE200194,56.4,852,1,1,18,PRODUCT_NOT_RECEIVED,1,0,1,1,0,0,1,1,1,1,7,63.9,74.4,25.2,70.3,0
CASE200195,131.21,580,2,0,11,FRAUDULENT_TRANSACTION,0,1,0,0,1,1,1,0,0,0,4,36.0,43.7,50.2,70.7,0
CASE200196,23.23,779,0,1,16,PRODUCT_NOT_RECEIVED,1,1,1,0,0,1,1,0,0,0,5,49.0,34.6,32.1,63.0,0
CASE200197,117.31,875,3,1,15,PRODUCT_NOT_RECEIVED,1,1,0,1,1,1,0,0,1,1,7,67.0,62.3,31.7,68.6,0
CASE200198,49.51,1593,1,0,18,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,0,0,1,1,0,7,60.8,47.8,21.1,74.7,0
CASE200199,68.07,269,0,1,6,DUPLICATE_TRANSACTION,1,1,1,0,1,0,0,1,1,0,6,63.3,48.5,15.1,62.9,0
CASE200200,102.84,1334,0,0,27,PRODUCT_NOT_AS_DESCRIBED,0,0,1,1,0,1,0,1,1,1,6,65.6,71.1,27.6,62.0,1
CASE200201,61.21,559,0,2,13,FRAUDULENT_TRANSACTION,1,1,0,1,1,1,1,1,1,0,8,70.9,91.2,22.9,74.5,1
CASE200202,59.42,306,2,3,6,PRODUCT_NOT_RECEIVED,1,1,0,1,1,1,0,1,1,1,8,76.3,63.2,78.4,78.5,1
CASE200203,132.29,93,1,0,3,PRODUCT_NOT_RECEIVED,0,1,1,0,0,1,1,0,1,1,6,61.0,75.0,21.7,61.5,0
CASE200204,138.87,440,0,2,8,PRODUCT_NOT_RECEIVED,1,0,0,1,1,1,1,1,1,0,7,69.1,94.9,28.6,46.1,1
CASE200205,39.98,562,0,1,14,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,0,1,1,9,99.1,80.1,19.2,67.0,1
CASE200206,270.0,1893,0,1,40,PRODUCT_NOT_RECEIVED,0,1,1,0,1,0,0,1,0,0,4,40.7,26.1,43.3,48.1,0
CASE200207,33.88,443,0,1,9,FRAUDULENT_TRANSACTION,1,0,0,1,1,1,1,1,0,0,6,68.9,87.6,60.4,65.8,0
CASE200208,60.28,246,0,3,4,DUPLICATE_TRANSACTION,1,0,1,0,0,1,1,1,1,1,7,65.8,100.0,22.9,66.2,1
CASE200209,59.66,1565,2,2,27,TRANSACTION_NOT_RECOGNIZED,1,1,1,0,0,1,1,1,1,1,8,75.1,87.0,66.3,77.2,1
CASE200210,13.1,249,1,2,5,PRODUCT_NOT_RECEIVED,1,1,0,1,0,1,1,1,1,1,8,88.9,100.0,23.3,74.1,0
CASE200211,100.23,528,0,1,11,DUPLICATE_TRANSACTION,1,1,1,1,1,1,0,1,1,1,9,85.6,66.9,31.9,81.7,1
CASE200212,34.19,388,2,0,12,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,1,1,1,10,95.9,95.0,29.1,74.4,0
CASE200213,45.95,265,1,0,4,DUPLICATE_TRANSACTION,1,0,1,0,0,0,1,1,1,1,6,57.5,78.6,45.9,73.6,1
CASE200214,190.77,1003,1,2,12,FRAUDULENT_TRANSACTION,1,1,0,1,1,1,1,1,1,0,8,70.8,100.0,19.0,69.1,0
CASE200215,111.37,826,2,3,13,FRAUDULENT_TRANSACTION,1,0,1,1,0,1,1,1,0,0,6,59.3,75.1,25.2,59.5,0
CASE200216,57.39,333,1,3,6,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,1,0,1,0,8,86.7,66.5,30.5,96.1,1
CASE200217,41.97,55,2,3,5,FRAUDULENT_TRANSACTION,0,1,0,1,1,1,1,0,1,1,7,81.5,72.7,36.8,60.2,0
CASE200218,36.65,1105,1,2,23,TRANSACTION_NOT_RECOGNIZED,1,0,1,1,0,0,1,1,1,1,7,71.5,73.8,42.8,74.6,1
CASE200219,50.12,936,0,0,17,DUPLICATE_TRANSACTION,0,1,0,1,1,1,1,0,1,0,6,59.2,65.8,27.3,70.9,1
CASE200220,231.03,277,2,5,5,DUPLICATE_TRANSACTION,1,1,1,1,1,0,0,0,1,0,6,58.3,17.6,72.5,61.2,0
CASE200221,62.79,437,2,0,15,REFUND_NOT_RECEIVED,0,1,1,1,1,1,1,1,0,0,7,55.7,57.0,37.5,71.1,0
CASE200222,76.03,804,1,1,19,PRODUCT_NOT_RECEIVED,0,1,1,1,1,1,0,0,0,1,6,54.7,10.0,30.1,59.7,1
CASE200223,40.71,1707,0,1,24,REFUND_NOT_RECEIVED,1,1,0,1,1,1,0,0,1,0,6,62.7,45.3,38.5,68.0,0
CASE200224,75.34,441,0,0,8,PRODUCT_NOT_AS_DESCRIBED,0,1,1,0,0,1,1,0,0,0,4,28.0,56.5,21.2,58.2,0
CASE200225,39.82,1139,0,2,20,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,1,0,0,8,81.0,66.3,70.7,68.9,0
CASE200226,30.7,1583,2,0,23,DUPLICATE_TRANSACTION,1,1,1,0,1,1,1,1,1,1,9,92.1,100.0,34.0,73.7,1
CASE200227,15.33,905,0,1,7,TRANSACTION_NOT_RECOGNIZED,0,1,1,1,0,1,0,0,1,1,6,56.8,65.4,18.6,58.4,0
CASE200228,83.76,267,3,0,4,REFUND_NOT_RECEIVED,1,1,0,1,0,1,0,0,1,0,5,48.0,47.7,61.1,76.1,1
CASE200229,111.57,1252,1,0,21,FRAUDULENT_TRANSACTION,1,0,0,0,0,0,0,0,1,0,2,14.1,26.3,54.3,47.1,1
CASE200230,25.37,928,0,4,22,FRAUDULENT_TRANSACTION,1,1,0,1,0,1,1,0,0,0,5,49.4,48.7,36.8,68.5,0
CASE200231,68.94,474,0,1,7,FRAUDULENT_TRANSACTION,1,0,1,1,0,0,1,1,0,1,6,58.9,49.1,31.6,63.3,0
CASE200232,40.64,414,1,1,6,REFUND_NOT_RECEIVED,1,0,1,0,0,1,0,0,1,1,5,49.2,39.9,13.5,81.6,0
CASE200233,33.87,102,0,0,3,REFUND_NOT_RECEIVED,1,1,0,1,0,1,1,1,0,1,7,79.0,79.3,35.4,69.3,1
CASE200234,122.03,1458,0,2,23,DUPLICATE_TRANSACTION,0,1,0,1,1,1,0,0,0,1,5,54.2,28.2,116.4,64.3,0
CASE200235,75.41,1312,0,1,31,TRANSACTION_NOT_RECOGNIZED,1,0,0,1,1,0,1,1,1,1,7,77.0,80.1,44.2,74.1,0
CASE200236,65.61,1129,0,1,20,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,0,1,1,0,8,75.0,59.6,50.4,89.9,1
CASE200237,20.76,154,0,0,2,REFUND_NOT_RECEIVED,1,1,1,1,1,1,0,0,1,1,8,75.7,66.1,33.2,68.7,1
CASE200238,96.56,604,1,2,9,PRODUCT_NOT_AS_DESCRIBED,0,0,1,1,1,1,0,1,0,0,5,44.5,39.0,30.4,66.5,0
CASE200239,20.95,130,0,2,1,REFUND_NOT_RECEIVED,1,0,0,1,1,0,0,1,1,0,5,43.3,39.2,20.8,81.5,1
CASE200240,73.22,383,1,1,6,TRANSACTION_NOT_RECOGNIZED,1,0,1,1,1,1,1,1,1,1,9,86.7,100.0,13.4,96.4,1
CASE200241,98.16,199,0,2,4,DUPLICATE_TRANSACTION,0,1,1,1,1,1,1,1,0,1,8,75.8,81.8,29.4,55.3,0
CASE200242,112.19,66,3,0,1,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,0,0,0,1,7,67.3,21.0,34.0,76.6,1
CASE200243,71.23,552,1,2,10,DUPLICATE_TRANSACTION,1,0,1,0,0,1,0,1,0,1,5,52.3,43.8,24.8,50.9,1
CASE200244,181.17,558,0,2,9,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,0,1,1,1,0,1,8,86.5,54.6,43.8,80.4,1
CASE200245,74.1,1246,2,4,20,PRODUCT_NOT_AS_DESCRIBED,1,0,0,1,1,0,1,0,1,1,6,55.7,63.6,28.9,59.2,0
CASE200246,42.67,2010,1,0,26,PRODUCT_NOT_RECEIVED,1,0,1,1,1,1,0,1,1,1,8,80.3,83.4,33.8,76.0,1
CASE200247,62.18,939,0,0,10,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,1,1,1,10,100.0,100.0,40.0,56.5,0
CASE200248,19.05,768,1,3,15,DUPLICATE_TRANSACTION,1,1,1,1,0,1,1,0,0,1,7,82.2,52.1,58.2,64.5,1
CASE200249,77.14,695,2,0,15,PRODUCT_NOT_AS_DESCRIBED,1,1,0,1,1,0,1,1,0,0,6,63.0,67.2,19.1,52.3,1
CASE200250,16.84,510,1,1,9,PRODUCT_NOT_RECEIVED,1,0,1,1,0,1,0,1,1,0,6,65.3,84.2,57.7,57.4,0
CASE200251,47.91,1131,1,1,24,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,0,1,1,1,9,83.9,69.3,77.6,72.2,1
CASE200252,57.72,339,1,0,3,REFUND_NOT_RECEIVED,0,1,0,0,0,0,1,0,1,0,3,30.0,57.8,40.9,38.9,1
CASE200253,59.23,269,1,1,6,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,1,1,1,10,100.0,87.0,35.5,96.3,1
CASE200254,39.41,904,0,1,24,TRANSACTION_NOT_RECOGNIZED,0,1,1,0,1,1,1,0,1,1,7,72.8,70.1,36.7,68.7,1
CASE200255,158.73,308,1,2,3,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,0,1,1,1,0,1,8,82.1,91.1,46.2,81.1,1
CASE200256,46.04,331,0,1,6,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,0,1,1,1,1,1,9,100.0,100.0,48.7,85.0,1
CASE200257,266.18,1284,1,3,21,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,1,0,1,1,0,8,70.0,81.0,58.9,71.6,1
CASE200258,56.27,927,2,1,12,FRAUDULENT_TRANSACTION,1,1,0,1,0,0,1,0,1,1,6,61.0,54.0,82.9,71.9,0
CASE200259,94.97,1429,0,2,27,REFUND_NOT_RECEIVED,1,1,1,1,1,1,0,0,1,1,8,84.1,40.2,29.7,64.7,1
CASE200260,76.79,822,1,4,8,PRODUCT_NOT_RECEIVED,1,0,1,1,1,1,1,1,1,1,9,100.0,99.4,40.5,55.0,0
CASE200261,15.55,1097,1,0,24,FRAUDULENT_TRANSACTION,1,0,0,1,1,0,1,0,1,0,5,56.8,39.2,72.7,45.8,0
CASE200262,180.7,1069,2,3,17,DUPLICATE_TRANSACTION,1,1,1,0,1,1,0,1,1,1,8,74.9,67.5,72.1,72.8,1
CASE200263,43.95,1082,2,1,14,REFUND_NOT_RECEIVED,1,0,1,0,1,1,1,1,1,1,8,80.5,95.8,13.6,77.1,0
CASE200264,85.13,418,0,1,8,TRANSACTION_NOT_RECOGNIZED,0,1,0,0,1,1,1,1,1,1,7,63.8,94.3,65.2,74.4,0
CASE200265,23.22,759,0,3,9,PRODUCT_NOT_AS_DESCRIBED,1,1,0,1,1,1,1,1,1,1,9,87.3,100.0,47.9,74.3,1
CASE200266,93.79,213,1,0,7,REFUND_NOT_RECEIVED,1,1,0,1,1,1,0,1,0,1,7,84.0,42.3,27.2,74.9,0
CASE200267,64.9,895,1,2,13,TRANSACTION_NOT_RECOGNIZED,1,0,0,0,1,1,1,1,1,0,6,69.3,100.0,31.3,39.0,0
CASE200268,31.79,221,1,2,3,PRODUCT_NOT_RECEIVED,1,1,0,1,1,0,0,1,1,0,6,51.2,58.3,76.4,44.4,0
CASE200269,87.88,206,1,2,1,TRANSACTION_NOT_RECOGNIZED,1,1,0,1,1,1,1,1,1,1,9,91.5,95.1,23.7,76.2,1
CASE200270,29.6,307,3,0,3,FRAUDULENT_TRANSACTION,1,1,0,0,1,0,1,0,0,1,5,47.7,34.1,17.7,55.6,0
CASE200271,135.22,1517,0,0,25,REFUND_NOT_RECEIVED,1,0,1,0,0,1,1,1,1,1,7,71.9,100.0,63.4,72.9,1
CASE200272,15.83,747,2,1,22,TRANSACTION_NOT_RECOGNIZED,0,1,0,1,1,1,1,1,0,0,6,64.2,79.9,88.7,46.2,0
CASE200273,78.38,402,1,0,11,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,1,1,0,1,9,93.3,74.7,36.1,73.7,1
CASE200274,32.55,887,1,2,16,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,1,1,0,9,80.8,100.0,30.3,84.0,1
CASE200275,59.08,1736,1,0,35,FRAUDULENT_TRANSACTION,1,0,1,1,1,1,1,1,0,0,7,73.5,67.3,41.5,91.7,1
CASE200276,113.52,686,0,1,11,PRODUCT_NOT_RECEIVED,0,1,1,1,1,1,1,0,0,0,6,60.5,44.4,41.4,71.1,0
CASE200277,65.91,1361,1,2,24,PRODUCT_NOT_RECEIVED,1,1,0,0,1,1,0,1,0,0,5,48.8,60.8,24.2,66.6,0
CASE200278,13.57,1284,0,0,23,PRODUCT_NOT_RECEIVED,0,0,1,1,1,1,1,1,0,1,7,66.5,80.5,27.2,75.4,1
CASE200279,90.45,924,0,0,15,PRODUCT_NOT_RECEIVED,1,1,0,1,0,1,1,1,0,0,6,58.8,55.7,51.1,60.6,0
CASE200280,25.78,234,0,2,3,PRODUCT_NOT_RECEIVED,1,1,1,1,0,1,0,1,1,1,8,69.7,68.6,40.5,60.9,1
CASE200281,19.51,1142,1,2,18,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,1,1,0,9,98.4,100.0,38.1,70.6,1
CASE200282,70.81,1272,0,2,19,REFUND_NOT_RECEIVED,1,0,0,0,0,1,0,0,1,0,3,32.6,41.2,34.9,74.1,1
CASE200283,41.46,1621,1,1,29,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,1,1,1,10,99.7,100.0,63.7,69.2,1
CASE200284,138.33,1012,0,0,19,PRODUCT_NOT_RECEIVED,1,0,0,0,0,0,1,0,1,1,4,31.6,46.9,32.4,66.1,0
CASE200285,50.86,412,1,1,10,PRODUCT_NOT_RECEIVED,1,1,0,1,1,1,1,1,0,1,8,83.7,76.2,19.1,56.8,0
CASE200286,61.02,1388,1,2,20,DUPLICATE_TRANSACTION,1,1,1,0,0,0,1,0,0,0,4,47.1,31.5,43.7,60.1,1
CASE200287,33.99,504,3,1,6,PRODUCT_NOT_RECEIVED,1,0,0,1,1,1,1,1,0,0,6,55.6,66.5,76.1,62.7,1
CASE200288,232.82,1163,0,0,12,PRODUCT_NOT_RECEIVED,1,1,1,1,1,0,0,0,1,1,7,69.2,27.0,78.3,65.1,0
CASE200289,27.12,344,2,2,6,PRODUCT_NOT_AS_DESCRIBED,0,1,1,0,1,1,1,1,1,0,7,70.2,100.0,22.5,72.0,0
CASE200290,31.72,448,1,0,14,REFUND_NOT_RECEIVED,1,1,1,0,1,1,1,1,1,1,9,88.3,94.3,45.7,72.5,0
CASE200291,54.52,442,1,0,5,FRAUDULENT_TRANSACTION,0,1,1,0,1,1,1,0,0,0,5,47.0,64.0,45.8,54.6,0
CASE200292,54.24,702,0,1,13,REFUND_NOT_RECEIVED,1,0,1,0,1,1,1,1,1,0,7,68.9,91.5,16.7,58.7,0
CASE200293,24.44,831,0,0,22,FRAUDULENT_TRANSACTION,1,1,1,1,1,0,0,1,1,1,8,91.6,57.1,65.3,66.3,1
CASE200294,63.22,393,0,2,13,PRODUCT_NOT_RECEIVED,0,0,1,0,1,1,1,1,1,1,7,66.2,100.0,68.7,78.6,1
CASE200295,29.33,1580,1,7,28,PRODUCT_NOT_AS_DESCRIBED,1,1,1,0,1,1,1,1,1,0,8,97.1,99.9,42.5,65.4,0
CASE200296,78.84,1798,1,1,27,PRODUCT_NOT_RECEIVED,1,1,1,1,1,0,0,1,1,1,8,72.0,43.4,47.1,76.1,0
CASE200297,58.86,261,1,2,4,PRODUCT_NOT_AS_DESCRIBED,1,0,1,0,1,0,1,1,0,1,6,57.4,45.5,39.9,68.2,0
CASE200298,50.35,2038,2,1,36,PRODUCT_NOT_RECEIVED,1,0,1,1,1,1,1,1,1,1,9,92.6,99.0,21.8,76.4,1
CASE200299,37.23,730,0,1,16,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,0,1,1,1,1,9,94.0,83.2,46.0,75.8,1
CASE200300,130.9,666,0,1,16,DUPLICATE_TRANSACTION,1,1,0,0,1,1,1,1,1,1,8,88.1,100.0,37.0,75.8,0
CASE200301,57.03,135,1,2,6,FRAUDULENT_TRANSACTION,0,1,1,0,0,0,1,1,1,1,6,60.8,72.4,86.2,79.0,0
CASE200302,129.5,145,0,1,4,PRODUCT_NOT_RECEIVED,0,0,1,0,0,1,0,0,0,0,2,22.8,26.8,40.3,51.5,0
CASE200303,29.81,367,0,2,6,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,1,1,1,1,10,100.0,100.0,28.4,76.3,1
CASE200304,59.15,1495,1,0,35,FRAUDULENT_TRANSACTION,1,0,0,1,1,1,0,1,0,1,6,68.3,48.9,96.4,60.0,0
CASE200305,27.68,1644,1,1,25,PRODUCT_NOT_RECEIVED,1,1,1,0,1,0,1,1,0,1,7,74.6,44.7,20.1,85.7,0
CASE200306,110.52,1577,2,0,24,PRODUCT_NOT_AS_DESCRIBED,1,0,1,1,1,1,1,0,1,1,8,84.5,86.1,19.8,78.1,1
CASE200307,49.38,263,0,2,3,FRAUDULENT_TRANSACTION,1,1,1,0,1,1,1,1,1,1,9,92.4,100.0,83.3,71.0,0
CASE200308,44.73,1600,0,1,31,TRANSACTION_NOT_RECOGNIZED,1,0,1,1,1,1,1,1,0,0,7,70.4,70.1,72.7,53.5,0
CASE200309,46.48,718,1,0,9,PRODUCT_NOT_RECEIVED,0,1,1,1,1,1,1,1,1,1,9,89.5,89.4,24.2,75.1,1
CASE200310,26.5,667,1,2,14,PRODUCT_NOT_AS_DESCRIBED,1,1,0,1,1,1,1,1,0,1,8,86.9,62.5,44.8,60.1,1
CASE200311,31.1,2519,0,2,31,PRODUCT_NOT_RECEIVED,0,1,1,0,1,1,1,0,1,0,6,64.4,92.5,39.2,53.1,0
CASE200312,52.95,862,2,1,16,REFUND_NOT_RECEIVED,1,1,1,1,0,1,1,0,1,0,7,71.3,69.0,21.9,54.5,1
CASE200313,72.33,334,0,1,6,DUPLICATE_TRANSACTION,1,0,1,0,0,0,1,0,1,1,5,54.3,32.9,61.9,54.9,0
CASE200314,16.22,1114,0,1,21,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,1,0,1,1,9,96.8,73.2,53.1,71.1,0
CASE200315,33.51,1268,2,0,19,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,1,1,1,1,10,90.7,100.0,16.3,80.0,1
CASE200316,23.15,123,1,1,4,REFUND_NOT_RECEIVED,0,1,1,1,1,1,1,1,0,1,8,77.9,62.6,67.8,65.0,1
CASE200317,10.81,509,0,0,8,TRANSACTION_NOT_RECOGNIZED,0,1,0,1,1,0,0,1,0,1,5,46.4,23.6,49.6,51.2,0
CASE200318,91.92,416,0,0,7,FRAUDULENT_TRANSACTION,0,1,0,0,1,1,1,0,0,1,5,49.7,49.3,39.3,52.0,0
CASE200319,56.7,789,5,4,10,PRODUCT_NOT_AS_DESCRIBED,1,0,1,0,1,1,1,0,0,1,6,50.3,49.4,60.1,74.7,1
CASE200320,16.3,341,2,1,8,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,0,1,1,1,0,0,7,65.8,71.5,73.3,71.2,0
CASE200321,73.06,1348,2,3,20,PRODUCT_NOT_AS_DESCRIBED,1,1,0,0,1,1,1,0,1,1,7,75.8,62.3,18.0,50.6,0
CASE200322,150.83,290,0,0,6,PRODUCT_NOT_AS_DESCRIBED,0,0,0,0,1,1,0,1,1,0,4,40.4,62.6,73.7,75.1,0
CASE200323,43.65,592,0,2,8,FRAUDULENT_TRANSACTION,1,1,1,1,0,1,0,1,1,1,8,77.9,75.8,36.9,65.4,0
CASE200324,93.32,1265,1,2,16,TRANSACTION_NOT_RECOGNIZED,0,1,0,1,1,1,1,0,0,1,6,52.1,41.3,34.3,44.3,0
CASE200325,118.75,1621,0,1,34,PRODUCT_NOT_AS_DESCRIBED,0,1,1,1,1,0,0,0,1,0,5,53.3,37.5,109.6,71.2,1
CASE200326,34.14,433,4,1,7,PRODUCT_NOT_RECEIVED,1,0,1,0,0,1,1,0,1,1,6,50.5,74.2,44.1,65.0,0
CASE200327,18.33,1433,2,0,24,PRODUCT_NOT_RECEIVED,1,1,1,0,1,0,1,1,1,0,7,71.1,77.4,26.4,52.8,1
CASE200328,32.18,590,1,2,16,FRAUDULENT_TRANSACTION,1,1,0,1,1,0,0,1,1,1,7,72.8,48.5,32.7,62.9,0
CASE200329,42.16,257,2,1,8,DUPLICATE_TRANSACTION,1,1,1,1,1,1,0,1,1,1,9,89.1,71.9,38.7,56.5,1
CASE200330,55.05,165,1,0,3,REFUND_NOT_RECEIVED,1,0,1,0,0,0,1,0,0,1,4,31.9,32.0,67.6,48.2,1
CASE200331,38.29,1131,0,1,26,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,1,0,1,9,91.1,61.9,33.8,76.8,0
CASE200332,65.16,1077,0,1,23,PRODUCT_NOT_RECEIVED,1,1,1,1,0,0,1,1,1,1,8,84.3,63.5,24.4,79.7,1
CASE200333,30.35,209,3,2,8,PRODUCT_NOT_RECEIVED,0,1,0,0,1,0,1,1,1,1,6,54.0,75.5,54.7,69.3,0
CASE200334,41.76,675,1,1,14,PRODUCT_NOT_AS_DESCRIBED,1,0,0,1,1,1,1,1,1,0,7,79.9,89.0,49.6,49.9,0
CASE200335,67.25,501,1,1,5,FRAUDULENT_TRANSACTION,0,1,1,1,0,1,1,1,1,1,8,74.5,89.3,119.2,74.8,0
CASE200336,40.04,2596,1,2,43,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,1,0,0,8,82.5,75.1,20.1,72.9,1
CASE200337,82.76,205,1,2,7,PRODUCT_NOT_AS_DESCRIBED,1,0,1,1,1,1,1,1,1,1,9,87.3,88.5,45.7,76.6,0
CASE200338,75.46,468,2,0,3,PRODUCT_NOT_RECEIVED,0,1,0,1,1,0,1,0,1,0,5,53.2,41.4,27.3,45.0,0
CASE200339,55.26,430,3,2,14,DUPLICATE_TRANSACTION,0,0,0,0,0,1,0,0,0,1,2,17.4,28.3,30.2,60.8,0
CASE200340,37.19,165,1,0,3,DUPLICATE_TRANSACTION,1,1,0,0,1,0,1,1,1,1,7,71.9,83.8,38.4,92.1,0
CASE200341,60.51,465,0,2,7,TRANSACTION_NOT_RECOGNIZED,1,0,1,1,1,0,1,0,1,0,6,52.1,59.8,37.4,73.9,1
CASE200342,95.03,874,0,2,14,REFUND_NOT_RECEIVED,0,1,0,0,0,0,1,0,0,0,2,9.2,29.6,157.0,47.1,0
CASE200343,43.83,1815,1,0,21,FRAUDULENT_TRANSACTION,1,1,1,1,0,1,1,1,1,1,9,83.5,98.9,18.1,87.0,1
CASE200344,40.7,953,2,1,15,PRODUCT_NOT_RECEIVED,1,1,0,1,1,0,1,1,0,1,7,62.4,66.9,15.7,97.6,1
CASE200345,110.71,883,0,2,17,REFUND_NOT_RECEIVED,1,1,1,1,0,1,1,1,1,1,9,93.6,100.0,15.6,93.3,1
CASE200346,29.4,1348,0,2,23,PRODUCT_NOT_RECEIVED,1,0,1,1,1,1,0,1,0,1,7,63.8,54.2,47.8,51.0,0
CASE200347,79.7,1159,1,0,19,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,1,0,0,1,8,75.1,53.2,43.1,55.2,0
CASE200348,14.47,590,0,1,12,PRODUCT_NOT_AS_DESCRIBED,0,0,0,1,1,0,0,1,1,0,4,36.8,47.0,74.1,44.8,1
CASE200349,72.22,397,2,2,6,PRODUCT_NOT_AS_DESCRIBED,0,0,1,1,0,1,0,0,1,1,5,47.1,53.1,36.5,50.0,0
CASE200350,33.52,422,4,1,7,PRODUCT_NOT_RECEIVED,1,0,1,1,1,1,1,1,0,1,8,82.0,82.1,69.3,58.2,1
CASE200351,36.26,1362,0,0,20,FRAUDULENT_TRANSACTION,0,1,0,1,1,1,1,0,1,1,7,66.9,63.0,19.4,66.6,1
CASE200352,36.46,354,0,2,10,DUPLICATE_TRANSACTION,0,1,0,1,0,1,1,0,1,1,6,57.8,75.1,98.7,56.3,1
CASE200353,74.87,471,2,3,12,PRODUCT_NOT_RECEIVED,1,0,0,1,1,1,1,1,1,1,8,85.1,96.6,32.9,94.8,1
CASE200354,69.83,489,0,2,10,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,1,1,1,10,100.0,92.2,40.1,66.0,1
CASE200355,50.79,241,0,0,4,PRODUCT_NOT_RECEIVED,1,1,1,0,1,0,1,1,1,0,7,73.0,84.0,22.9,91.1,1
CASE200356,8.16,863,1,1,17,PRODUCT_NOT_RECEIVED,1,0,1,1,0,1,1,0,0,0,5,51.6,41.8,89.1,52.0,0
CASE200357,17.73,464,2,2,5,REFUND_NOT_RECEIVED,1,0,1,0,1,0,0,1,0,0,4,43.0,16.8,46.5,64.3,0
